#PTM ID	Entrez Gene ID	BioGRID ID	Systematic Name	Official Symbol	Synonymns	Relationship	Identity	Author	Pubmed ID	Organism ID	Organism Name	Source Database
686186	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686187	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686188	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686189	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686190	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686191	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686192	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686193	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686194	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686195	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686196	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686197	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686198	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686199	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686200	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686201	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686202	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686203	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686204	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686205	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686206	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686207	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686208	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686209	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686210	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686211	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686212	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686213	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686214	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686215	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686216	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686217	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686218	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686219	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686220	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686221	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686222	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686223	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686224	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686225	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686226	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686227	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686228	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686229	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686230	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686231	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686232	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686233	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686234	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686235	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686236	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686237	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686238	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686239	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686240	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686241	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686242	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686243	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686244	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686245	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686246	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686247	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686248	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686249	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686250	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686251	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686252	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686253	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686254	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686255	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686256	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686257	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686258	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686259	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686260	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686261	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686262	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686263	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686264	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686265	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686266	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686267	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686268	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686269	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686270	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686271	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686272	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686273	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686274	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686275	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686276	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686277	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686278	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686279	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686280	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686281	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686282	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686283	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686284	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686285	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686286	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686287	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686288	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686289	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686290	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686291	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686292	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686293	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686294	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686295	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686296	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686297	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686298	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686299	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686300	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686301	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686302	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686303	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686304	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686305	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686306	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686307	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686308	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686309	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686310	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686311	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686312	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686313	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686314	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686315	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686316	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686317	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686318	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686319	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686320	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686321	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686322	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686323	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686324	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686325	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686326	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686327	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686328	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686329	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686330	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686331	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686332	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686333	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686334	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686335	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686336	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686337	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686338	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686339	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686340	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686341	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686342	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686343	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686344	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686345	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686346	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686347	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686348	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686349	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686350	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686351	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686352	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686353	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686354	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686355	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686356	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686357	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686358	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686359	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686360	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686361	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686362	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686363	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686364	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686365	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686366	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686367	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686368	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686369	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686370	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686371	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686372	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686373	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686374	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686375	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686376	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686377	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686378	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686379	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686380	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686381	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686382	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686383	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686384	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686385	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686386	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686387	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
686388	7316	113164	-	UBC	HMG20	-	PTM	Lee KA (2011)	21987572	9606	Homo sapiens	BIOGRID
686389	7316	113164	-	UBC	HMG20	-	PTM	Lee KA (2011)	21987572	9606	Homo sapiens	BIOGRID
686390	7316	113164	-	UBC	HMG20	-	PTM	Lee KA (2011)	21987572	9606	Homo sapiens	BIOGRID
686391	7316	113164	-	UBC	HMG20	-	PTM	Lee KA (2011)	21987572	9606	Homo sapiens	BIOGRID
686392	7316	113164	-	UBC	HMG20	-	PTM	Lee KA (2011)	21987572	9606	Homo sapiens	BIOGRID
686393	7316	113164	-	UBC	HMG20	-	PTM	Lee KA (2011)	21987572	9606	Homo sapiens	BIOGRID
686394	7316	113164	-	UBC	HMG20	-	PTM	Lee KA (2011)	21987572	9606	Homo sapiens	BIOGRID
686395	7316	113164	-	UBC	HMG20	-	PTM	Li L (2008)	18680593	9606	Homo sapiens	BIOGRID
686396	7316	113164	-	UBC	HMG20	-	PTM	Ushijima Y (2008)	18353951	9606	Homo sapiens	BIOGRID
686397	7316	113164	-	UBC	HMG20	-	PTM	Yang L (2011)	21990315	9606	Homo sapiens	BIOGRID
686398	7316	113164	-	UBC	HMG20	-	PTM	Kim SE (2009)	19240121	9606	Homo sapiens	BIOGRID
686399	7316	113164	-	UBC	HMG20	-	PTM	Kim SE (2009)	19240121	9606	Homo sapiens	BIOGRID
686405	7316	113164	-	UBC	HMG20	-	PTM	Calistri A (2007)	17686835	9606	Homo sapiens	BIOGRID
686406	7316	113164	-	UBC	HMG20	-	PTM	Jaeger S (2007)	17609272	9606	Homo sapiens	BIOGRID
686407	7316	113164	-	UBC	HMG20	-	PTM	Haugsten EM (2008)	18480409	9606	Homo sapiens	BIOGRID
686408	7316	113164	-	UBC	HMG20	-	PTM	Alwan HA (2007)	17121848	9606	Homo sapiens	BIOGRID
686409	7316	113164	-	UBC	HMG20	-	PTM	Zhong X (2006)	16822850	9606	Homo sapiens	BIOGRID
686410	7316	113164	-	UBC	HMG20	-	PTM	Shen R (2006)	16613857	9606	Homo sapiens	BIOGRID
686412	7316	113164	-	UBC	HMG20	-	PTM	Simmons A (2005)	16356860	9606	Homo sapiens	BIOGRID
686486	7316	113164	-	UBC	HMG20	-	PTM	Geetha T (2005)	16252010	9606	Homo sapiens	BIOGRID
686489	7316	113164	-	UBC	HMG20	-	PTM	Geetha T (2005)	16246731	9606	Homo sapiens	BIOGRID
686490	7316	113164	-	UBC	HMG20	-	PTM	Danielsen JM (2011)	21139048	9606	Homo sapiens	BIOGRID
686491	7316	113164	-	UBC	HMG20	-	PTM	Danielsen JM (2011)	21139048	9606	Homo sapiens	BIOGRID
686492	7316	113164	-	UBC	HMG20	-	PTM	Danielsen JM (2011)	21139048	9606	Homo sapiens	BIOGRID
686493	7316	113164	-	UBC	HMG20	-	PTM	Danielsen JM (2011)	21139048	9606	Homo sapiens	BIOGRID
686494	7316	113164	-	UBC	HMG20	-	PTM	Danielsen JM (2011)	21139048	9606	Homo sapiens	BIOGRID
686495	7316	113164	-	UBC	HMG20	-	PTM	Danielsen JM (2011)	21139048	9606	Homo sapiens	BIOGRID
